,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
4901,2017_DoWR_4217_1,TEZ/SDRF/16-17/1,Rangajan,Immediate measures to restoration of Road cum Bund of river mansiri at Rangajan mirigaon area under SDRF for 2016-17. (Part),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,27-12-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Tezpur,784001,3.0,,,,4916908,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}"
4902,2017_DoWR_4250_1,NAG/RIDF-XXIII/3,Guimari Pk1,AE measures to protect Pub Guimari and Pachim Guimari from the erosion of river Kopili,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,28-12-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Nagaon,782143,3.0,,,,19379172,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 1, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'ae': 1}"
4903,2017_DoWR_4254_1,NAG/RIDF-XXIII/3,Guimari Pk2,AE measures to protect Pub Guimari and Pachim Guimari from the erosion of river Kopili,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,28-12-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Nagaon,782143,3.0,,,,19392934,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 1, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'ae': 1}"
4904,2017_DoWR_4279_1,Nalbari/RIDF-XXIII/1,Tihu,A/E measures against bank erosion at different reaches of river Tihu (Bhadrakuchi and its adjoining areas),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,28-12-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Nalbari,781335,7.0,,,,19786410,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4905,2017_DoWR_4321_1,GHYWEST/RIDF-XXIII/1,PanikhetiRIDF2,A E measures to protect Panikhati and Sontoli area from the erosion of river Brahmaputra.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Panikheti,781006,10.0,,,,7458118,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4906,2017_DoWR_4322_1,GHYWEST/RIDF-XXIII/1,Panikheti3,A E measures to protect Panikhati and Sontoli area from the erosion of river Brahmaputra,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Panikheti,781006,4.0,27-07-2018 00:00,1108285.35,Mainul Haque,1108285,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4907,2017_DoWR_4323_1,GHYWEST/RIDF-XXIII/2,SARALABORALAH1,Pro Siltation measures to protect Sarulah Barlah village and its adjoining areas from the erosion of river Brahmaputra,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Saralah Baralah,781006,11.0,01-08-2018 00:00,49824039.79,"Akhil Kumar Jain,Ashok Kumar Jain,DILIP KUMAR KALITA,HEMEN KUMAR DUTTA,Kailash Chand Bagra,MANOJ PATOWARY,M.H. CONSTRUCTION,RAJIB KUMAR DEKA,Sri Rupam Kalita,Yugant Infrastructure Private Limited",49824040,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 1, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'erosion': 1}
4908,2017_DoWR_4324_1,UAID/RIDF-XXIII/1,rongdoi1,R S of Brahmaputra dyke from Rongdoi to Neamati.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785636,6.0,,,,29262245,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'dyke': 1}
4909,2017_DoWR_4325_1,UAID/RIDF-XXIII/1,rongdoi2,R S of Brahmaputra dyke from Rongdoi to Neamati.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,jorhat,785636,5.0,,,,10669703,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'dyke': 1}
4910,2017_DoWR_4326_1,UAID/RIDF-XXIII/1,Rongdoi3,R S of Brahmaputra dyke from Rongdoi to Neamati,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,11-12-2017 18:00,,180,No,No,Offline,01-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785636,6.0,,,,4846565,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'dyke': 1}
4931,2017_DoWR_4284_1,JOR/RIDF-XXIII/1,Hatiporapk1,Anti-erosion measures at different reaches of Jhanji river (Construction of single barrel box Sluice culverts on Jhanji bund left bank at Bhakat gaon and Hatipora gaon.),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Nagaon,785001,3.0,,,,7901945,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'box': 1, 'anti erosion': 1, 'erosion': 1, 'sluice': 1, 'bund': 1}"
4932,2017_DoWR_4285_1,JOR/RIDF-XXIII/1,Hatiporapk2,Anti-erosion measures at different reaches of Jhanji river (Construction of single barrel box Sluice culverts on Jhanji bund left bank at Bhakat gaon and Hatipora gaon.),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,5.0,,,,7901945,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'box': 1, 'anti erosion': 1, 'erosion': 1, 'sluice': 1, 'bund': 1}"
4933,2017_DoWR_4331_1,MORIGAON/RIDF-XXIII/1,Muamari Pk-1,A/E works to protect from Muwamari to Leruamukh area from the erosion of river Brahmaputra,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Morigaon,782105,9.0,,,,24424039,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4934,2017_DoWR_4332_1,MORIGAON/RIDF-XXIII/1,Muamari Pk2,A/E works to protect from Muwamari to Leruamukh area from the erosion of river Brahmaputra.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Morigaon,782105,11.0,,,,8146476,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4935,2017_DoWR_4333_1,MORIGAON/RIDF-XXIII/1,Muamari Pk3,A/E works to protect from Muwamari to Leruamukh area from the erosion of river Brahmaputra,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Morigaon,782105,9.0,,,,4436537,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4936,2017_DoWR_4334_1,MORIGAON/RIDF-XXIII/1,Muamari Pk4,A/E works to protect from Muwamari to Leruamukh area from the erosion of river Brahmaputra,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Morigaon,782105,3.0,,,,2783500,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'erosion': 1, 'a e': 1}"
4937,2017_DoWR_4286_1,JOR/RIDF-XXIII/2,Marianitown1,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,3.0,,,,86045,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4938,2017_DoWR_4288_1,JOR/RIDF-XXIII/2,Marianitown2,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,2.0,,,,141859,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4939,2017_DoWR_4287_1,JOR/RIDF-XXIII/2,Marianitown3,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,4.0,,,,161681,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4940,2017_DoWR_4289_1,JOR/RIDF-XXIII/2,Marianitown4,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,10.0,,,,280355,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4941,2017_DoWR_4310_1,JOR/RIDF-XXIII/2,Marianitown5,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,21.0,,,,943796,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4942,2017_DoWR_4315_1,JOR/RIDF-XXIII/3,Galabeel1,Anti erosion measures to protect Doldolia and Ikorani Dadhara area including Dergaon Townshipand Basic Training centre from the erosion of river Gelabeel.,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785108,6.0,,,,14688955,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 2}"
4943,2017_DoWR_4311_1,JOR/RIDF-XXIII/2,Marianitown6,Anti-Erosion measures at different reaches of Bhogdoi river on Both Banks in between Mariani Town and Jorhat Town. Ph-I ( NABARD-RIDF-XXIII),Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,3.0,,,,32806891,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'anti erosion': 1, 'erosion': 1}"
4944,2017_DoWR_4316_1,JOR/RIDF-XXIII/3,Galabeel2,Anti erosin measures to protect Doldolia and Ikorani Dadhara area including Dergaon Townshipand Basic Training centre from the erosion of river Gelabeel,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-12-2017 18:00,,180,No,No,Offline,02-01-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785108,7.0,,,,8918013,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,{'erosion': 1}
